iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Phylum,observationId,Latitude,Longitude,Date observed,Recorded by,Community
Heuchera micrantha,51274,Heuchera micrantha,Tracheophyta,iNat:17905919,48.941637,-123.501092,2018-10-20 19:10:16,Adam Huggins,Freshwater
Symphoricarpos albus,48523,Symphoricarpos albus,Tracheophyta,iNat:17905930,48.941638,-123.501,2018-10-20 19:10:30,Adam Huggins,Freshwater
Oemleria cerasiformis,53419,Oemleria cerasiformis,Tracheophyta,iNat:17905941,48.94177,-123.50067,2018-10-20 19:11:13,Adam Huggins,Freshwater
Lepiota magnispora,194663,Lepiota magnispora,Basidiomycota,iNat:18050370,48.950687,-123.515887,2018-11-02 14:18:00,Lauren Magner,Forests
Helvella vespertina,423950,Helvella vespertina,Ascomycota,iNat:18050371,48.950153,-123.513137,2018-11-02 14:14:00,Lauren Magner,Forests
Draba verna,55823,Draba verna,Tracheophyta,iNat:18417799,48.939961,-123.4923,2018-04-10 21:04:00,Andrew Simon,Anthropogenic
Montia fontana,58990,Montia fontana,Tracheophyta,iNat:18417800,48.939961,-123.4923,2018-04-10 21:19:00,Andrew Simon,Anthropogenic
Cardamine hirsuta,55829,Cardamine hirsuta,Tracheophyta,iNat:18417801,48.939961,-123.4923,2018-04-10 21:20:00,Andrew Simon,Anthropogenic
Spergula arvensis,57005,Spergula arvensis,Tracheophyta,iNat:18417803,48.939961,-123.4923,2018-04-10 21:28:00,Andrew Simon,Anthropogenic
Capsella bursa-pastoris,56121,Capsella bursa-pastoris,Tracheophyta,iNat:18417805,48.939961,-123.4923,2018-04-10 21:32:00,Andrew Simon,Anthropogenic
Senecio vulgaris,53211,Senecio vulgaris,Tracheophyta,iNat:18417806,48.939961,-123.4923,2018-04-10 21:34:00,Andrew Simon,Anthropogenic
Erythronium oregonum,59520,Erythronium oregonum,Tracheophyta,iNat:18417811,48.940243,-123.502835,2018-04-11 00:02:00,Andrew Simon,Forests
Rana aurora,25545,Rana aurora,Chordata,iNat:18549880,48.948535,-123.502172,2010-07-28 01:43:00,Cameron Eckert,Freshwater
Pseudacris regilla,24259,Pseudacris regilla,Chordata,iNat:18550012,48.948535,-123.502172,2010-07-28 01:43:00,Cameron Eckert,Freshwater
Megaceryle alcyon,2548,Megaceryle alcyon,Chordata,iNat:18550171,48.948535,-123.502172,2010-07-28 01:43:00,Cameron Eckert,Freshwater
Melospiza melodia,9100,Melospiza melodia,Chordata,iNat:18550214,48.948535,-123.502172,2010-07-28 01:43:00,Cameron Eckert,Freshwater
Pachydiplax longipennis,59774,Pachydiplax longipennis,Arthropoda,iNat:18550322,48.948535,-123.502172,2010-07-28 01:43:00,Cameron Eckert,Freshwater
Ischnura cervula,62229,Ischnura cervula,Arthropoda,iNat:18550370,48.948535,-123.502172,2010-07-28 01:43:00,Cameron Eckert,Freshwater
Libellula forensis,84369,Libellula forensis,Arthropoda,iNat:18550414,48.948535,-123.502172,2010-07-28 01:43:00,Cameron Eckert,Freshwater
Ischnura perparva,103497,Ischnura perparva,Arthropoda,iNat:18551187,48.948535,-123.502172,2010-07-28 01:43:00,Cameron Eckert,Freshwater
Tsuga heterophylla,48254,Tsuga heterophylla,Tracheophyta,iNat:19076379,48.949821,-123.494248,2018-12-17 06:15:32,Donna Talluto,Forests
Kindbergia oregana,120909,Kindbergia oregana,Bryophyta,iNat:19130376,48.950114,-123.497817,2018-12-17 19:15:00,Adam Huggins,Forests
Hypnum circinale,125464,Hypnum circinale,Bryophyta,iNat:19130377,48.950219,-123.497244,2018-12-17 19:59:00,Adam Huggins,Forests
Porella navicularis,55255,Porella navicularis,Marchantiophyta,iNat:19130381,48.950386,-123.494347,2018-12-17 22:29:00,Adam Huggins,Forests
Plagiothecium undulatum,123586,Plagiothecium undulatum,Bryophyta,iNat:19130382,48.950558,-123.495872,2018-12-17 21:29:00,Adam Huggins,Forests
Vaccinium ovatum,48349,Vaccinium ovatum,Tracheophyta,iNat:19130384,48.950019,-123.496131,2018-12-17 21:46:00,Adam Huggins,Forests
Cygnus buccinator,6915,Cygnus buccinator,Chordata,iNat:19940435,48.948581,-123.502921,2019-01-27 02:05:00,Donna Talluto,Freshwater
Podiceps auritus,4209,Podiceps auritus,Chordata,iNat:19963385,48.943994,-123.515392,2019-01-30,Donna Talluto,Anthropogenic
Megachile perihirta,224501,Megachile perihirta,Arthropoda,iNat:20097882,48.939916,-123.492312,2018-08-20,Andrew Simon,Anthropogenic
Bucephala albeola,6993,Bucephala albeola,Chordata,iNat:20738990,48.940362,-123.501882,2019-02-24 13:35:00,Andrew Simon,Marine
Sphyrapicus ruber,18464,Sphyrapicus ruber,Chordata,iNat:20738991,48.941716,-123.501081,2019-02-24 13:37:00,Andrew Simon,Freshwater
Peltigera collina,194736,Peltigera collina,Ascomycota,iNat:20738992,48.941727,-123.501092,2019-02-24 13:38:00,Andrew Simon,Anthropogenic
Oemleria cerasiformis,53419,Oemleria cerasiformis,Tracheophyta,iNat:20738993,48.94177,-123.50067,2019-02-24 13:39:00,Andrew Simon,Freshwater
Sedum spathulifolium,58886,Sedum spathulifolium,Tracheophyta,iNat:20738997,48.939433,-123.50132,2019-02-24 13:51:00,Andrew Simon,Woodlands
Sanicula crassicaulis,53201,Sanicula crassicaulis,Tracheophyta,iNat:20738999,48.939428,-123.501277,2019-02-24 13:56:00,Andrew Simon,Woodlands
Bucephala islandica,6994,Bucephala islandica,Chordata,iNat:20762880,48.939444,-123.501477,2019-02-25,Donna Talluto,Marine
Bombus vosnesenskii,57689,Bombus vosnesenskii,Arthropoda,iNat:21608442,48.94212,-123.500855,2019-03-25 18:17:31,,Forests
Ribes divaricatum,53448,Ribes divaricatum,Tracheophyta,iNat:22099166,48.94322,-123.501297,2019-04-04 00:20:26,Adam Huggins,Forests
Draba verna,55823,Draba verna,Tracheophyta,iNat:22099302,48.941788,-123.491037,2019-04-04 18:24:35,Adam Huggins,Anthropogenic
Ribes sanguineum,53435,Ribes sanguineum,Tracheophyta,iNat:22302277,48.944879,-123.494124,2019-04-10 22:45:48,,Anthropogenic
Lecidella asema,205694,Lecidella asema,Ascomycota,iNat:22641978,48.939654,-123.503353,2017-05-18 20:20:00,Andrew Simon,Forests
Toxicoscordion venenosum,59087,Toxicoscordion venenosum,Tracheophyta,iNat:23551651,48.939128,-123.501158,2019-04-28 01:38:17,Adam Huggins,Woodlands
Fritillaria affinis,50618,Fritillaria affinis,Tracheophyta,iNat:23552467,48.93913,-123.50116,2019-04-28 01:38:51,Adam Huggins,Woodlands
Plectritis congesta,57786,Plectritis congesta,Tracheophyta,iNat:23552676,48.93882,-123.50071,2019-04-28 01:46:54,Adam Huggins,Woodlands
Erythranthe nasuta,545973,Erythranthe nasuta,Tracheophyta,iNat:23552945,48.93889,-123.50083,2019-04-28 01:59:58,Adam Huggins,Woodlands
Cardamine nuttallii,76002,Cardamine nuttallii,Tracheophyta,iNat:24338633,48.939016,-123.492324,2019-05-01 15:36:40,Adam Huggins,Forests
Libellula quadrimaculata,57443,Libellula quadrimaculata,Arthropoda,iNat:24559883,48.948579,-123.50287,2019-05-04 21:47:37,,Freshwater
Rana aurora,25545,Rana aurora,Chordata,iNat:24620378,48.948498,-123.502073,2019-05-04 21:55:53,,Freshwater
Thamnophis sirtalis,28362,Thamnophis sirtalis,Chordata,iNat:24620459,48.948496,-123.502085,2019-05-04 21:55:49,,Freshwater
Sargassum muticum,130177,Sargassum muticum,Ochrophyta,iNat:24792029,48.939591,-123.504847,2019-05-04 20:36:00,,Marine
Venusia,178655,Venusia,Arthropoda,iNat:24793110,48.939014,-123.492877,2019-05-04 20:30:00,Libby &amp; Rick Avis,Anthropogenic
Odocoileus hemionus columbianus,42221,Odocoileus hemionus columbianus,Chordata,iNat:24819472,48.947675,-123.511104,2019-05-05 02:53:00,,Forests
Amanita pantherina,48418,Amanita pantherina,Basidiomycota,iNat:25249307,48.949026,-123.502259,2019-05-16 17:04:16,Adam Huggins,Forests
Neoporphyra perforata,1497897,Pyropia perforata,Rhodophyta,iNat:25859054,48.94021,-123.500602,2019-05-04,Bridgette Clarkston,Marine
Fucus distichus,69155,Fucus distichus,Ochrophyta,iNat:25859341,48.940278,-123.500556,2019-05-04,Bridgette Clarkston,Marine
Hildenbrandia rubra,183033,Hildenbrandia rubra,Rhodophyta,iNat:25859343,48.940275,-123.500557,2019-05-04,Bridgette Clarkston,Marine
Acrosiphonia coalita,429957,Acrosiphonia coalita,Chlorophyta,iNat:25859551,48.940255,-123.500599,2019-05-04,Bridgette Clarkston,Marine
Callithamnion acutum,895196,Callithamnion acutum,Rhodophyta,iNat:25859555,48.940267,-123.500576,2019-05-04,Bridgette Clarkston,Marine
Zostera marina,52614,Zostera marina,Tracheophyta,iNat:25859556,48.940256,-123.500576,2019-05-04,Bridgette Clarkston,Marine
Monostroma grevillei,465247,Monostroma grevillei,Chlorophyta,iNat:25859558,48.940255,-123.500569,2019-05-04,Bridgette Clarkston,Marine
Sargassum muticum,130177,Sargassum muticum,Ochrophyta,iNat:25859906,48.940278,-123.500556,2019-05-04,Bridgette Clarkston,Marine
Saccharina latissima,130231,Saccharina latissima,Ochrophyta,iNat:25859907,48.940272,-123.50057,2019-05-04,Bridgette Clarkston,Marine
Saccharina latissima,130231,Saccharina latissima,Ochrophyta,iNat:25859908,48.940264,-123.500572,2019-05-04,Bridgette Clarkston,Marine
Ceramium gardneri,345256,Ceramium gardneri,Rhodophyta,iNat:25859909,48.940264,-123.500584,2019-05-04,Bridgette Clarkston,Marine
Wildemania occidentalis,895197,Wildemania occidentalis,Rhodophyta,iNat:25859910,48.940274,-123.500581,2019-05-04,Bridgette Clarkston,Marine
Leathesia marina,502380,Leathesia marina,Ochrophyta,iNat:25859911,48.940256,-123.500587,2019-05-04,Bridgette Clarkston,Marine
Odonthalia floccosa,322180,Odonthalia floccosa,Rhodophyta,iNat:25859912,48.940244,-123.50059,2019-05-04,Bridgette Clarkston,Marine
Melanosiphon intestinalis,345332,Melanosiphon intestinalis,Ochrophyta,iNat:25859913,48.940233,-123.500593,2019-05-04,Bridgette Clarkston,Marine
Pterothamnion pectinatum,345150,Pterothamnion pectinatum,Rhodophyta,iNat:25861436,48.940278,-123.500556,2019-05-25,Bridgette Clarkston,Marine
Agelaius phoeniceus,9744,Agelaius phoeniceus,Chordata,iNat:25887703,48.948511,-123.502664,2019-05-25 17:39:46,Karen Steve Smith,Freshwater
Dolichovespula norvegicoides,218630,Dolichovespula norvegicoides,Arthropoda,iNat:26036931,48.948489,-123.502534,2018-05-15,Andrew Simon,Freshwater
Dolichovespula arenaria,118913,Dolichovespula arenaria,Arthropoda,iNat:26036932,48.948489,-123.502534,2018-05-15,Andrew Simon,Freshwater
Melospiza melodia,9100,Melospiza melodia,Chordata,iNat:26203666,48.948625,-123.502456,2019-06-01 19:32:00,Andrew Simon,Freshwater
Agelaius phoeniceus,9744,Agelaius phoeniceus,Chordata,iNat:26203668,48.948625,-123.502456,2019-06-01 19:37:00,Andrew Simon,Freshwater
Vicia americana,53320,Vicia americana,Tracheophyta,iNat:26203681,48.948528,-123.502397,2019-06-01 18:32:00,Andrew Simon,Freshwater
Vicia cracca,52471,Vicia cracca,Tracheophyta,iNat:28440089,48.948238,-123.502002,2019-07-07 16:52:00,Andrew Simon,Anthropogenic
Spiraea douglasii,62493,Spiraea douglasii,Tracheophyta,iNat:28440092,48.948238,-123.502002,2019-07-07 16:52:00,Andrew Simon,Anthropogenic
Juncus tenuis,69930,Juncus tenuis,Tracheophyta,iNat:28440096,48.948238,-123.502002,2019-07-07 17:01:00,Andrew Simon,Anthropogenic
Geum macrophyllum,77266,Geum macrophyllum,Tracheophyta,iNat:28440098,48.948238,-123.502002,2019-07-07 17:00:00,Andrew Simon,Anthropogenic
Juncus effusus effusus,79961,Juncus effusus effusus,Tracheophyta,iNat:28440101,48.948238,-123.502002,2019-07-07 17:02:00,Andrew Simon,Anthropogenic
Osmorhiza berteroi,53166,Osmorhiza berteroi,Tracheophyta,iNat:28440195,48.950298,-123.51366,2019-07-07 21:48:00,Andrew Simon,Forests
Prunus emarginata,63905,Prunus emarginata,Tracheophyta,iNat:28440257,48.94336,-123.50343,2019-07-07 23:51:00,Andrew Simon,Forests
Atriplex patula,60175,Atriplex patula,Tracheophyta,iNat:30217318,48.943343,-123.510008,2019-08-04 18:00:00,Andrew Simon,Marine
Cakile maritima,60982,Cakile maritima,Tracheophyta,iNat:30217319,48.943343,-123.510008,2019-08-04 18:00:00,Andrew Simon,Marine
Centaurea cyanus,933404,Centaurea cyanus,Tracheophyta,iNat:30217321,48.939778,-123.504309,2019-08-04 18:19:00,Andrew Simon,Woodlands
Pseudacris regilla,24259,Pseudacris regilla,Chordata,iNat:31137725,48.947962,-123.501663,2019-08-19 20:06:03,,Freshwater
Sympetrum pallipes,113521,Sympetrum pallipes,Arthropoda,iNat:31137915,48.948075,-123.501687,2019-08-19 20:03:04,,Freshwater
Dendragapus fuliginosus,72797,Dendragapus fuliginosus,Chordata,iNat:31183929,48.947822,-123.501525,2019-08-19 19:47:04,,Anthropogenic
Limenitis lorquini,50880,Limenitis lorquini,Arthropoda,iNat:32899910,48.939887,-123.49223,2018-07-03 20:28:00,Ian Guthrie,Anthropogenic
Usnea pacificana,233326,Usnea pacificana,Ascomycota,iNat:39129331,48.948582,-123.502678,2015-11-22 03:59:00,Andrew Simon,Freshwater
Setophaga coronata,145245,Setophaga coronata,Chordata,iNat:41272727,48.943109,-123.492839,2020-03-31 21:23:48,,Forests
Racomitrium varium,167696,Racomitrium varium,Bryophyta,iNat:44451273,48.947703,-123.501681,2020-04-30 22:19:00,Andrew Simon,Anthropogenic
Tachycineta thalassina,11931,Tachycineta thalassina,Chordata,iNat:44576067,48.948888,-123.502979,2020-04-30 22:35:00,Andrew Simon,Freshwater
Anas platyrhynchos,6930,Anas platyrhynchos,Chordata,iNat:44576068,48.948828,-123.503054,2020-04-30 22:31:00,Andrew Simon,Freshwater
Dicranoweisia cirrata,67949,Dicranoweisia cirrata,Bryophyta,iNat:44576078,48.948293,-123.502148,2020-04-30 22:29:00,Andrew Simon,Anthropogenic
Achlys triphylla,75263,Achlys triphylla,Tracheophyta,iNat:44576081,48.948309,-123.503202,2020-04-30 22:28:00,Andrew Simon,Forests
Zostera marina,52614,Zostera marina,Tracheophyta,iNat:45326881,48.941246,-123.502881,2020-05-08 20:34:00,Andrew Simon,Marine
Sedum album,79025,Sedum album,Tracheophyta,iNat:45326893,48.941128,-123.502008,2020-05-08 20:48:00,Andrew Simon,Marine
Lobaria pulmonaria,48711,Lobaria pulmonaria,Ascomycota,iNat:45326904,48.940177,-123.500792,2020-05-08 21:25:00,Andrew Simon,Marine
Lathyrus nevadensis,77640,Lathyrus nevadensis,Tracheophyta,iNat:45326907,48.940062,-123.500585,2020-05-08 21:27:00,Andrew Simon,Marine
Castilleja hispida,128204,Castilleja hispida,Tracheophyta,iNat:45326909,48.939612,-123.501328,2020-05-08 21:38:00,Andrew Simon,Woodlands
Spiraea douglasii,62493,Spiraea douglasii,Tracheophyta,iNat:46234714,48.948088,-123.5017,2020-05-13 22:52:34,,Freshwater
Pyrrharctia isabella,59675,Pyrrharctia isabella,Arthropoda,iNat:46234800,48.947972,-123.501305,2020-05-13 22:50:32,,Freshwater
Laccaria laccata,63236,Laccaria laccata,Basidiomycota,iNat:46234870,48.948472,-123.501458,2020-05-13 22:48:46,,Anthropogenic
Nuphar polysepala,78234,Nuphar polysepala,Tracheophyta,iNat:46370392,48.948712,-123.502883,2020-05-13 22:22:04,,Freshwater
Fritillaria affinis,50618,Fritillaria affinis,Tracheophyta,iNat:47482989,48.94022,-123.5027,2020-05-22 17:58:38,Adam Huggins,Forests
Paxistima myrsinites,63893,Paxistima myrsinites,Tracheophyta,iNat:47625438,48.939637,-123.504075,2020-05-22 18:46:08,,Marine
Brodiaea coronaria,57126,Brodiaea coronaria,Tracheophyta,iNat:48027633,48.938247,-123.499787,2020-05-27 21:31:04,Adam Huggins,Woodlands
Clarkia amoena,61048,Clarkia amoena,Tracheophyta,iNat:49133371,48.939178,-123.501167,2020-05-27 22:16:54,,Woodlands
Claytonia sibirica,55767,Claytonia sibirica,Tracheophyta,iNat:49133588,48.9393,-123.500345,2020-05-27 22:10:07,,Forests
Plectritis congesta,57786,Plectritis congesta,Tracheophyta,iNat:49133645,48.938463,-123.499808,2020-05-27 21:46:24,,Woodlands
Veronica arvensis,55748,Veronica arvensis,Tracheophyta,iNat:49133701,48.93813,-123.499803,2020-05-27 21:40:38,,Marine
Dactylis glomerata,52720,Dactylis glomerata,Tracheophyta,iNat:49133725,48.938225,-123.499755,2020-05-27 21:40:00,,Woodlands
Lonicera hispidula,53416,Lonicera hispidula,Tracheophyta,iNat:49133768,48.938237,-123.499987,2020-05-27 21:39:43,,Marine
Silene coronaria,485191,Silene coronaria,Tracheophyta,iNat:49133850,48.9383,-123.49968,2020-05-27 21:38:59,,Woodlands
Sedum spathulifolium,58886,Sedum spathulifolium,Tracheophyta,iNat:49133878,48.938295,-123.499663,2020-05-27 21:38:51,,Woodlands
Berberis aquifolium,126887,Berberis aquifolium,Tracheophyta,iNat:49133945,48.938287,-123.499695,2020-05-27 21:38:25,,Woodlands
Achillea millefolium,52821,Achillea millefolium,Tracheophyta,iNat:49134061,48.938255,-123.499717,2020-05-27 21:35:20,,Woodlands
Cynosurus echinatus,47695,Cynosurus echinatus,Tracheophyta,iNat:49134109,48.938283,-123.499733,2020-05-27 21:34:43,,Woodlands
Eriophyllum lanatum integrifolium,80884,Eriophyllum lanatum integrifolium,Tracheophyta,iNat:49134259,48.938263,-123.49962,2020-05-27 21:31:58,,Anthropogenic
Brodiaea coronaria,57126,Brodiaea coronaria,Tracheophyta,iNat:49134311,48.938247,-123.499755,2020-05-27 21:31:14,,Woodlands
Heuchera micrantha,51274,Heuchera micrantha,Tracheophyta,iNat:49134332,48.939322,-123.50087,2020-05-27 20:30:29,,Forests
Clarkia amoena,61048,Clarkia amoena,Tracheophyta,iNat:49134460,48.938587,-123.500283,2020-05-27 20:21:25,,Woodlands
Corylus cornuta,53374,Corylus cornuta,Tracheophyta,iNat:49134622,48.948222,-123.501998,2020-06-08 16:50:54,,Anthropogenic
Rana aurora,25545,Rana aurora,Chordata,iNat:49134708,48.948224,-123.501601,2020-06-08 18:44:47,,Freshwater
Progne subis,11867,Progne subis,Chordata,iNat:49173931,48.940212,-123.501175,2020-06-09 19:49:35,,Marine
Lonicera hispidula,53416,Lonicera hispidula,Tracheophyta,iNat:49197781,48.939608,-123.501158,2020-06-09 19:05:20,,Woodlands
Sorbus aucuparia,56063,Sorbus aucuparia,Tracheophyta,iNat:51247261,48.942896,-123.500009,2020-06-23 19:00:09,Micaela Twaddle,Anthropogenic
Kopsiopsis hookeri,77611,Kopsiopsis hookeri,Tracheophyta,iNat:51434504,48.943281,-123.506009,2020-06-24 21:45:06,,Anthropogenic
Equisetum telmateia braunii,57032,Equisetum telmateia,Tracheophyta,iNat:51434546,48.948394,-123.502,2020-06-29 16:22:23,,Freshwater
Pteridium aquilinum,52681,Pteridium aquilinum,Tracheophyta,iNat:51434569,48.948337,-123.502155,2020-06-29 16:23:34,,Freshwater
Rubus spectabilis,47543,Rubus spectabilis,Tracheophyta,iNat:51434578,48.948202,-123.50224,2020-06-29 16:24:14,,Freshwater
Progne subis arboricola,345123,Progne subis arboricola,Chordata,iNat:51989333,48.940157,-123.501046,2020-07-04 01:00:49,,Marine
Cirsium vulgare,52989,Cirsium vulgare,Tracheophyta,iNat:52950141,48.943261,-123.507582,2020-07-12 20:11:28,Micaela Twaddle,Anthropogenic
Goodyera oblongifolia,50719,Goodyera oblongifolia,Tracheophyta,iNat:56465660,48.943878,-123.507831,2020-08-15 00:02:33,Micaela Twaddle,Forests
Ariolimax columbianus,47776,Ariolimax columbianus,Mollusca,iNat:57300926,48.94682,-123.500647,2020-08-22 19:30:37,Stephen Hui,Anthropogenic
Equisetum telmateia braunii,57032,Equisetum telmateia braunii,Tracheophyta,iNat:57301167,48.944042,-123.501472,2020-08-22 21:47:12,Stephen Hui,Anthropogenic
Calypte anna,6317,Calypte anna,Chordata,iNat:57602587,48.94325,-123.507788,2020-08-25 15:27:33,,Anthropogenic
Gaultheria shallon,48441,Gaultheria shallon,Tracheophyta,iNat:62565864,48.950251,-123.514983,2020-09-07 21:21:55,,Anthropogenic
Solanum americanum,59035,Solanum americanum,Tracheophyta,iNat:62566198,48.944297,-123.507942,2020-09-07 18:11:36,,Anthropogenic
Scytinium polycarpum,532312,Scytinium polycarpum,Ascomycota,iNat:69186422,48.943981,-123.5031,2021-02-06 21:54:00,Andrew Simon,Forests
Tamiasciurus hudsonicus,46260,Tamiasciurus hudsonicus,Chordata,iNat:70000181,48.939888,-123.495364,2021-02-22 19:30:03,,Anthropogenic
Thuja plicata,48252,Thuja plicata,Tracheophyta,iNat:70065787,48.942278,-123.499644,2021-02-06 20:12:00,Andrew Simon,Freshwater
Rubus bifrons,168025,Rubus bifrons,Tracheophyta,iNat:70065788,48.942278,-123.499644,2021-02-06 20:13:00,Andrew Simon,Freshwater
Alnus rubra,56034,Alnus rubra,Tracheophyta,iNat:70065789,48.942278,-123.499644,2021-02-06 20:13:00,Andrew Simon,Freshwater
Polystichum munitum,47751,Polystichum munitum,Tracheophyta,iNat:70065791,48.942278,-123.499644,2021-02-06 20:13:00,Andrew Simon,Freshwater
Rubus spectabilis,47543,Rubus spectabilis,Tracheophyta,iNat:70065792,48.942278,-123.499644,2021-02-06 20:14:00,Andrew Simon,Freshwater
Urtica dioica,51884,Urtica dioica,Tracheophyta,iNat:70065793,48.942278,-123.499644,2021-02-06 20:15:00,Andrew Simon,Freshwater
Galium aparine,53059,Galium aparine,Tracheophyta,iNat:70065794,48.942278,-123.499644,2021-02-06 20:15:00,Andrew Simon,Freshwater
Alnus rubra,56034,Alnus rubra,Tracheophyta,iNat:70065796,48.94226,-123.499682,2021-02-06 20:25:00,Andrew Simon,Freshwater
Acer macrophyllum,48227,Acer macrophyllum,Tracheophyta,iNat:70065797,48.941779,-123.501408,2021-02-06 20:32:00,Andrew Simon,Marine
Arbutus menziesii,51046,Arbutus menziesii,Tracheophyta,iNat:70065798,48.941768,-123.501322,2021-02-06 20:35:00,Andrew Simon,Marine
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii,Tracheophyta,iNat:70065799,48.942567,-123.500838,2021-02-06 20:37:00,Andrew Simon,Freshwater
Cytisus scoparius,48538,Cytisus scoparius,Tracheophyta,iNat:70065800,48.941582,-123.501418,2021-02-06 20:38:00,Andrew Simon,Marine
Thuja plicata,48252,Thuja plicata,Tracheophyta,iNat:70065801,48.942295,-123.500928,2021-02-06 20:46:00,Andrew Simon,Forests
Castor canadensis,43794,Castor canadensis,Chordata,iNat:70065802,48.948127,-123.502025,2021-02-06 20:53:00,Andrew Simon,Freshwater
Alnus rubra,56034,Alnus rubra,Tracheophyta,iNat:70065804,48.948131,-123.5021,2021-02-06 20:54:00,Andrew Simon,Freshwater
Pyrrharctia isabella,59675,Pyrrharctia isabella,Arthropoda,iNat:70065805,48.948396,-123.502341,2021-02-06 21:08:00,Andrew Simon,Freshwater
Spiraea douglasii,62493,Spiraea douglasii,Tracheophyta,iNat:70065806,48.948048,-123.501818,2021-02-06 21:10:00,Andrew Simon,Forests
Polystichum munitum,47751,Polystichum munitum,Tracheophyta,iNat:70065807,48.947957,-123.50179,2021-02-06 21:10:00,Andrew Simon,Forests
Hylocomium splendens,122555,Hylocomium splendens,Bryophyta,iNat:70065808,48.948045,-123.501065,2021-02-06 21:15:00,Andrew Simon,Anthropogenic
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Tracheophyta,iNat:70065811,48.947468,-123.501122,2021-02-06 21:16:00,Andrew Simon,Forests
Cytisus scoparius,48538,Cytisus scoparius,Tracheophyta,iNat:70065812,48.948193,-123.5012,2021-02-06 21:18:00,Andrew Simon,Anthropogenic
Acer macrophyllum,48227,Acer macrophyllum,Tracheophyta,iNat:70065816,48.948197,-123.501431,2021-02-06 21:19:00,Andrew Simon,Anthropogenic
Thuja plicata,48252,Thuja plicata,Tracheophyta,iNat:70065817,48.947842,-123.501432,2021-02-06 21:21:00,Andrew Simon,Anthropogenic
Berberis nervosa,75756,Berberis nervosa,Tracheophyta,iNat:70065818,48.947603,-123.501307,2021-02-06 21:23:00,Andrew Simon,Forests
Gaultheria shallon,48441,Gaultheria shallon,Tracheophyta,iNat:70065819,48.947603,-123.501307,2021-02-06 21:23:00,Andrew Simon,Forests
Polystichum munitum,47751,Polystichum munitum,Tracheophyta,iNat:70065820,48.947648,-123.501255,2021-02-06 21:23:00,Andrew Simon,Forests
Plagiomnium insigne,122705,Plagiomnium insigne,Bryophyta,iNat:70065823,48.947325,-123.500877,2021-02-06 21:25:00,Andrew Simon,Anthropogenic
Abies grandis,63690,Abies grandis,Tracheophyta,iNat:70065824,48.946925,-123.500847,2021-02-06 21:29:00,Andrew Simon,Forests
Geranium robertianum,55925,Geranium robertianum,Tracheophyta,iNat:70065825,48.946003,-123.50019,2021-02-06 21:31:00,Andrew Simon,Forests
Kindbergia oregana,120909,Kindbergia oregana,Bryophyta,iNat:70065826,48.945577,-123.499772,2021-02-06 21:35:00,Andrew Simon,Forests
Nemophila parviflora,57353,Nemophila parviflora,Tracheophyta,iNat:70065828,48.945228,-123.499785,2021-02-06 21:36:00,Andrew Simon,Forests
Gaultheria shallon,48441,Gaultheria shallon,Tracheophyta,iNat:70065831,48.943285,-123.501232,2021-02-06 21:45:00,Andrew Simon,Forests
Polystichum munitum,47751,Polystichum munitum,Tracheophyta,iNat:70065833,48.943298,-123.501238,2021-02-06 21:46:00,Andrew Simon,Forests
Lonicera hispidula,53416,Lonicera hispidula,Tracheophyta,iNat:70065835,48.943657,-123.502438,2021-02-06 21:49:00,Andrew Simon,Forests
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii,Tracheophyta,iNat:70065836,48.943743,-123.502718,2021-02-06 21:49:00,Andrew Simon,Forests
Leucolepis acanthoneura,120870,Leucolepis acanthoneura,Bryophyta,iNat:70065837,48.943752,-123.502728,2021-02-06 21:49:00,Andrew Simon,Forests
Polystichum munitum,47751,Polystichum munitum,Tracheophyta,iNat:70065838,48.943895,-123.502875,2021-02-06 21:50:00,Andrew Simon,Forests
Plagiomnium venustum,126179,Plagiomnium venustum,Bryophyta,iNat:70065841,48.945073,-123.5056,2021-02-06 22:01:00,Andrew Simon,Forests
Kindbergia oregana,120909,Kindbergia oregana,Bryophyta,iNat:70065842,48.945077,-123.505603,2021-02-06 22:02:00,Andrew Simon,Forests
Holodiscus discolor,53414,Holodiscus discolor,Tracheophyta,iNat:70065843,48.945063,-123.505732,2021-02-06 22:03:00,Andrew Simon,Forests
Arbutus menziesii,51046,Arbutus menziesii,Tracheophyta,iNat:70065844,48.945625,-123.506122,2021-02-06 22:10:00,Andrew Simon,Anthropogenic
Sedum spathulifolium,58886,Sedum spathulifolium,Tracheophyta,iNat:70635948,48.941668,-123.501194,2021-02-21 15:36:00,Jeannine Dawn,Anthropogenic
Oemleria cerasiformis,53419,Oemleria cerasiformis,Tracheophyta,iNat:70635950,48.94177,-123.50067,2021-02-21 15:21:00,Jeannine Dawn,Freshwater
Trametes versicolor,54134,Trametes versicolor,Basidiomycota,iNat:70635957,48.941894,-123.500841,2021-02-21 15:30:00,Jeannine Dawn,Freshwater
Thuja plicata,48252,Thuja plicata,Tracheophyta,iNat:70902723,48.948378,-123.502153,2021-03-09 18:52:23,Kevin Toomer,Freshwater
Rubus spectabilis,47543,Rubus spectabilis,Tracheophyta,iNat:70903582,48.948074,-123.501707,2021-03-09 18:54:29,Kevin Toomer,Freshwater
